WNASEQ,LONDD,LATDD,ELEV,totsnopt,annp,Jan_Tmp,Jul_Tmp
997,-115.5,36.25,1415,1.848,208,3.6,26.9
998,-115.5,36.25,1305,0,192,4.1,27.5
999,-115.5,36.25,1160,0,172,4.6,28.3
1000,-115.5,36.25,1120,0,168,4.8,28.5
1001,-115.5,36.25,1090,0,165,4.9,28.7
1002,-115.5,36.25,1000,0,151,5.2,29.1
1003,-115.5,36.25,945,0,147,5.4,29.4
1004,-115.5,36.25,905,0,141,5.6,29.6
1005,-115.5,36.25,900,0,141,5.6,29.7
1006,-115.5,36.25,705,0,118,6.3,30.7
1007,-107.75,37.5,3610,419.4325,783,-11.2,9.5
1008,-107.75,37.5,3290,346.5137,709,-10,11.7
1009,-107.75,37.5,3060,298.6729,654,-9.1,13.2
1010,-107.75,37.5,2707,234.5925,577,-7.7,15.7
1011,-107.75,37.5,2337,176.0394,503,-6.3,18.2
1012,-107.75,37.5,2262,164.1402,488,-6,18.7
1013,-107.75,37.5,2188,154.4229,477,-5.7,19.2
1014,-107.75,37.5,2158,149.7927,469,-5.6,19.4
1015,-107.75,37.5,2085,139.5205,456,-5.3,19.9
1016,-110.83,32,1520,0,430,6.3,24.9
1017,-110.83,32,1520,0,430,6.3,24.9
1018,-110.83,32,1520,0,430,6.3,24.9
1019,-110.83,32,1520,0,430,6.3,24.9
1020,-110.83,32,1520,0,430,6.3,24.9
1021,-110.83,32,1520,0,430,6.3,24.9
1022,-110.83,32,1520,0,430,6.3,24.9
1023,-110.83,32,1520,0,430,6.3,24.9
1024,-110.83,32,1520,0,430,6.3,24.9
1025,-110.83,32,1520,0,430,6.3,24.9
1026,-110.83,32,1520,0,430,6.3,24.9
1027,-110.83,32,1520,0,430,6.3,24.9
1028,-110.83,32,1520,0,430,6.3,24.9
1029,-110.83,32,1520,0,430,6.3,24.9
1030,-110.83,32,1520,0,430,6.3,24.9
1031,-110.83,32,1520,0,430,6.3,24.9
1032,-110.83,32,1520,0,430,6.3,24.9
1033,-110.83,32,1520,0,430,6.3,24.9
1034,-110.83,32,1520,0,430,6.3,24.9
1035,-110.83,32,1520,0,430,6.3,24.9
1036,-110.83,32,1520,0,430,6.3,24.9
1037,-108.67,31.17,1380,0,353,7.5,26.5
1038,-108.67,31.17,1380,0,353,7.5,26.5
1039,-110.17,31.5,1340,0,372,7.6,25.7
1040,-109.75,31.5,1220,0,323,7.7,26.7
1041,-109.75,31.5,1225,0,323,7.7,26.6
1042,-109.75,31.5,1260,0,325,7.5,26.4
1043,-109.75,31.5,1280,0,329,7.4,26.3
1044,-109.75,31.5,1260,0,325,7.5,26.4
1045,-109.75,31.5,1230,0,324,7.6,26.6
1046,-109.75,31.5,1230,0,324,7.6,26.6
1047,-110.58,31.75,1460,0,447,6.2,24.2
1048,-110.92,31.83,1580,0,500,5.4,23.7
1049,-111.17,31.92,1000,0,400,9.5,28.3
1050,-111.83,32,1520,0,565,6.9,26.1
1051,-110.83,32,1420,0,413,6.8,25.5
1052,-110.83,32,1330,0,397,7.3,26.1
1053,-110.5,32,1270,0,381,7.8,26.7
1054,-110.5,32,1280,0,383,7.8,26.6
1055,-111,32.17,670,0,294,11.6,31.2
1056,-110,32.17,1270,0,325,7.4,26.8
1057,-111.75,32.33,1210,0,437,8,28.2
1058,-110.75,32.33,2430,28.316,618,2.2,20.1
1059,-111,32.58,1040,0,440,9,29
1060,-111,32.58,1040,0,440,9,29
1061,-109.83,32.75,940,0,331,7,27.2
1062,-109.83,33.33,1820,13.9884,470,2.6,22
1063,-109.83,33.33,1880,18.7399,475,2.3,21.6
1064,-109.83,33.33,1880,18.7399,475,2.3,21.6
1065,-109.83,33.33,1880,18.7399,475,2.3,21.6
1066,-109.83,33.33,1880,18.7399,475,2.3,21.6
1067,-109.83,33.33,1880,18.7399,475,2.3,21.6
1068,-105.5,37.5,2300,53.1326,305,-6,18.5
1069,-105,36,3659,219.5978,535,-8.5,10.2
1070,-105,36,3506,196.197,521,-7.8,11.1
1071,-105,36,3354,172.5224,508,-7.1,12.1
1072,-105,36,3201,152.0269,497,-6.4,13
1073,-105,36,3049,128.3678,483,-5.7,14
1074,-105,36,2927,114.0146,476,-5.2,14.8
1075,-105,36,2988,122.3318,480,-5.5,14.4
1076,-105,36,2927,114.0146,476,-5.2,14.8
1077,-105,36,2866,106.7449,470,-4.9,15.1
1078,-105,36,2805,99.4358,467,-4.6,15.5
1079,-105,36,2744,91.4004,462,-4.4,15.9
1080,-105,36,2693,86.5641,461,-4.1,16.2
1081,-105,36,2642,80.3689,456,-3.9,16.6
1082,-105,36,2591,75.0884,453,-3.7,16.9
1083,-105,36,2541,69.9016,451,-3.5,17.2
1084,-105,36,2490,64.9679,448,-3.2,17.5
1085,-105,36,2439,59.1868,447,-3,17.8
1086,-105,36,2338,50.634,440,-2.6,18.5
1087,-105,36,2236,42.5468,436,-2.1,19.1
1088,-105,36,2134,33.4464,429,-1.6,19.7
1089,-105,36,2032,26.2423,425,-1.2,20.4
1090,-105,36,1931,19.9386,422,-0.7,21
1091,-105,36,1829,14.7245,420,-0.3,21.7
1092,-104,36,1768,19.2874,385,-0.7,22.2
1093,-104,36,1707,16.9148,387,-0.5,22.5
1094,-104,36,1646,14.7,388,-0.2,22.9
1095,-104,36,1585,12.9631,388,0,23.3
1096,-103,36,1524,11.9636,398,0.5,23.7
1097,-103,36,1448,10.8339,405,0.7,24.1
1098,-103,36,1372,9.5873,410,0.9,24.6
1099,-103,36,1227,6.7811,419,1.3,25.3
1100,-108.5,36.5,2420,98.9625,349,-5,19.3
1101,-108.5,36.5,2396,97.381,344,-4.9,19.4
1102,-108.5,36.5,2372,95.1706,340,-4.8,19.6
1103,-108.5,36.5,2348,91.1905,335,-4.7,19.8
1104,-108.5,36.5,2324,88.8142,329,-4.6,19.9
1105,-108.5,36.5,2300,87.3054,326,-4.5,20.1
1106,-108.5,36.5,2276,82.9566,322,-4.4,20.3
1107,-108.5,36.5,2252,81.5871,316,-4.3,20.5
1108,-108.5,36.5,2228,77.9878,312,-4.2,20.6
1109,-108.5,36.5,2204,77.6769,310,-4.1,20.8
1110,-108.5,36.5,2180,74.1959,304,-4,21
1111,-108.5,36.5,2156,71.7165,298,-3.9,21.1
1112,-108.5,36.5,2132,70.2137,296,-3.8,21.3
1113,-108.5,36.5,2108,67.222,290,-3.7,21.5
1114,-108.5,36.5,2084,64.8486,287,-3.6,21.7
1115,-108.5,36.5,2060,63.4717,281,-3.5,21.8
1116,-108.5,36.5,2036,62.0638,279,-3.4,22
1117,-108.5,36.5,2012,58.5594,274,-3.3,22.2
1118,-108.5,36.5,1988,57.348,270,-3.2,22.4
1119,-117.25,36.5,910,0,107,5.4,30.1
1120,-117.25,36.5,1060,0,121,4.9,29.5
1121,-117.25,36.5,1220,0,138,4.3,28.8
1122,-117.25,36.5,1370,1.1387,154,3.8,28.1
1123,-117.25,36.5,1520,4.3727,171,3.3,27.4
1124,-117.25,36.5,1670,9.3544,189,2.8,26.8
1125,-117.25,36.5,1820,16.1043,206,2.3,26.1
1126,-117.25,36.5,1820,16.1043,206,2.3,26.1
1127,-117.25,36.5,1980,27.1176,230,1.7,25.4
1128,-117.25,36.5,1980,27.1176,230,1.7,25.4
1129,-117.25,36.5,2130,39.0801,250,1.2,24.8
1130,-117.25,36.5,2280,55.2278,270,0.7,24.1
1131,-117.25,36.5,2439,77.0122,292,0.2,23.4
1132,-107.08,38.83,3780,516.8182,758,-14.9,7.1
1133,-107.08,38.83,3750,510.3518,754,-14.8,7.2
1134,-107.08,38.83,3670,490.652,738,-14.5,7.7
1135,-107.08,38.83,3350,423.1769,679,-13.5,9.6
1136,-107.08,38.83,3350,423.1769,679,-13.5,9.6
1137,-107.08,38.83,3320,418.3913,673,-13.4,9.7
1138,-107.08,38.83,3290,412.6879,669,-13.3,9.9
1139,-107.08,38.83,3290,412.6879,669,-13.3,9.9
1140,-107.08,38.83,3290,412.6879,669,-13.3,9.9
1141,-107.08,38.83,3280,408.9023,665,-13.3,10
1142,-107.08,38.83,3250,404.8604,662,-13.2,10.1
1143,-107.08,38.83,3250,404.8604,662,-13.2,10.1
1144,-107.08,38.83,3170,390.4148,647,-12.9,10.6
1145,-107.08,38.83,3160,389.6723,647,-12.9,10.7
1146,-107.08,38.83,3160,389.6723,647,-12.9,10.7
1147,-107.08,38.83,3150,385.9582,644,-12.9,10.7
1148,-107.08,38.83,3150,385.9582,644,-12.9,10.7
1149,-107.08,38.83,3150,385.9582,644,-12.9,10.7
1150,-107.08,38.83,3100,378.1842,636,-12.7,11
1151,-107.08,38.83,3100,378.1842,636,-12.7,11
1152,-107.08,38.83,2960,352.803,611,-12.3,11.8
1153,-107.08,38.83,2930,348.3774,607,-12.2,12
1154,-107.08,38.83,2930,348.3774,607,-12.2,12
1155,-107.08,38.83,2830,331.251,589,-11.8,12.6
1156,-107.08,38.83,2770,321.5722,580,-11.6,12.9
1157,-107.08,38.83,2740,315.5897,572,-11.5,13.1
1158,-107.08,38.83,2740,315.5897,572,-11.5,13.1
1159,-107.08,38.83,2720,313.2438,571,-11.5,13.2
1160,-107.08,38.83,2710,312.8017,571,-11.5,13.3
1161,-107.08,38.83,2690,309.0993,566,-11.4,13.4
1162,-107.08,38.83,2680,307.8959,565,-11.4,13.4
1163,-107.08,38.83,2680,307.8959,565,-11.4,13.4
1164,-107.08,38.83,2550,287.0243,543,-10.9,14.2
1165,-107.08,38.83,2470,274.601,529,-10.7,14.7
1166,-107.5,35.5,2238,89.6286,396,-3,19
1167,-107.5,35.5,2196,84.3894,387,-2.8,19.3
1168,-107.5,35.5,2076,71.534,365,-2.3,20.1
1169,-107.5,35.5,2175,82.1572,384,-2.7,19.4
1170,-107.5,35.5,2226,88.0451,392,-2.9,19.1
1171,-107.5,35.5,2181,82.4669,385,-2.7,19.4
1172,-107.5,35.5,2178,82.1572,385,-2.7,19.4
1173,-107.5,35.5,2130,76.4978,375,-2.5,19.7
1174,-107.5,35.5,2250,90.6029,397,-3,18.9
1175,-107.5,35.5,2271,92.9202,403,-3.1,18.8
1176,-107.5,35.5,2163,81.3642,383,-2.7,19.5
1177,-107.5,35.5,2166,81.3642,383,-2.7,19.5
1178,-107.5,35.5,2211,86.0071,391,-2.9,19.2
1179,-107.5,35.5,2262,91.6598,400,-3.1,18.8
1180,-107.5,35.5,2157,81.0373,382,-2.6,19.6
1181,-107.5,35.5,2127,76.4978,375,-2.5,19.8
1182,-107.5,35.5,2250,90.6029,397,-3,18.9
1183,-107.5,35.5,2136,77.9196,376,-2.6,19.7
1184,-107.5,35.5,2193,84.3816,387,-2.8,19.3
1185,-107.5,35.5,2133,77.0733,375,-2.6,19.7
1186,-107.5,35.5,2235,89.1864,395,-3,19
1187,-107.5,35.5,2250,90.6029,397,-3,18.9
1188,-107.5,35.5,2235,89.1864,395,-3,19
1189,-107.5,35.5,2217,86.9277,392,-2.9,19.1
1190,-112.25,35,1484,4.9436,421,3.3,24.3
1191,-112.25,35,1499,6.0265,425,3.2,24.2
1192,-112.25,35,1517,7.0734,427,3.1,24.1
1193,-112.25,35,1463,3.9544,417,3.4,24.4
1194,-112.25,35,1598,13.0828,444,2.6,23.5
1195,-115.5,41.25,3072,386.6287,620,-8,13
1196,-115.5,41.25,3059,383.6554,618,-8,13.1
1197,-115.5,41.25,3040,378.5704,614,-8,13.2
1198,-115.5,41.25,2954,358.6774,593,-7.7,13.6
1199,-115.5,41.25,2734,311.7557,541,-7.1,14.6
1200,-115.5,41.25,2431,248.8399,471,-6.3,16
1201,-115.5,41.25,2120,194.3678,409,-5.5,17.5
1202,-115.5,41.25,2073,185.3205,396,-5.4,17.7
1203,-115.5,41.25,1992,172.8194,382,-5.1,18.1
1204,-115.5,41.25,1964,168.4848,378,-5.1,18.2
1205,-115.5,41.25,1949,166.087,374,-5,18.3
1206,-115.5,41.25,1938,163.0317,371,-5,18.3
1207,-115.5,41.25,1921,161.767,368,-5,18.4
1208,-115.5,41.25,1911,160.7812,368,-4.9,18.5
1209,-115.5,41.25,1896,156.9106,363,-4.9,18.5
1210,-115.5,41.25,1874,154.1338,359,-4.8,18.6
1211,-115.5,41.25,1866,153.2194,359,-4.8,18.7
1212,-115.5,41.25,1849,149.6244,355,-4.8,18.8
1213,-115.5,41.25,1832,147.3391,352,-4.7,18.8
1214,-115.5,41.25,1810,145.6638,350,-4.7,18.9
1215,-120,36,1911,77.6925,334,0.9,21.1
1216,-120,36,1923,81.297,335,0.8,21.1
1217,-120,36,1935,81.6236,335,0.8,21.1
1218,-120,36,1948,85.6288,337,0.7,21.1
1219,-120,36,1969,87.6174,339,0.7,21
1220,-120,36,1981,90.2632,340,0.6,21
1221,-120,36,1990,90.628,340,0.6,21
1222,-120,36,2006,95.0732,343,0.5,20.9
1223,-120,36,2030,98.8231,344,0.5,20.9
1224,-120,36,2057,103.2274,346,0.4,20.8
1225,-120,36,2096,112.016,350,0.2,20.7
1226,-120,36,2109,113.1504,350,0.2,20.7
1227,-120,36,2140,119.5248,352,0.1,20.6
1228,-120,36,2036,100.4389,345,0.4,20.8
1229,-120,36,2036,100.4389,345,0.4,20.8
1230,-120,36,2036,100.4389,345,0.4,20.8
1231,-120,36,2036,100.4389,345,0.4,20.8
1232,-120,36,2036,100.4389,345,0.4,20.8
1233,-120,36,2036,100.4389,345,0.4,20.8
1234,-117.5,35.5,528,0,51,7.7,31.7
1235,-117.5,35.5,190,0,33,8.9,33
1236,-117.5,35.5,122,0,31,9.1,33.2
1237,-117.5,35.5,68,0,26,9.3,33.4
1238,-117.5,35.5,81,0,28,9.2,33.4
1239,-117.5,35.5,95,0,29,9.2,33.3
1240,-117.5,35.5,108,0,30,9.1,33.3
1241,-117.5,35.5,284,0,36,8.5,32.6
1242,-117.5,35.5,759,0,65,6.9,30.8
1243,-117.5,35.5,1192,0,98,5.3,29.2
1244,-117.5,35.5,976,0,82,6.1,30
1245,-119.44,36.98,400,0,577,7.4,26.9
1246,-119.41,37.01,500,0,636,7.3,26.5
1247,-119.78,37.68,580,0,946,6.8,23.4
1248,-119.4,37.02,700,0,652,6.5,25.9
1249,-119.72,37.73,1340,21.8326,945,3.6,20.7
1250,-119.37,37.06,1370,2.5764,714,4,23.8
1251,-119.75,37.74,1646,55.7316,963,3,20.4
1252,-119.33,37.09,1680,62.301,742,2.5,22.2
1253,-119.78,37.75,1830,112.9231,976,2.2,20.1
1254,-119.25,37.16,2040,182.5833,735,1,20
1255,-119.72,37.8,2134,330.3415,957,0.5,18.5
1256,-119.2,37.22,2317,238.9924,740,0.5,18.9
1257,-119.08,37.63,2322,487.1628,759,-1.6,16.2
1258,-119.08,37.66,2439,500.3924,759,-1.8,16
1259,-119.08,37.66,2439,500.3924,759,-1.8,16
1260,-119.65,37.85,2440,640.0581,943,-2,16.3
1261,-119.65,37.85,2440,640.0581,943,-2,16.3
1262,-119.13,37.27,2500,320.2076,746,-0.1,17.7
1263,-119.51,37.81,2591,674.8128,913,-2.9,14.8
1264,-119.37,37.87,2592,621.9754,891,-1.7,14.7
1265,-119.44,37.86,2713,650.0519,895,-2.4,14.7
1266,-119.51,37.9,2743,683.4017,910,-3.3,14.4
1267,-119.51,37.9,2743,683.4017,910,-3.3,14.4
1268,-119.4,37.29,2927,500.9096,848,-1.6,18.7
1269,-119.27,37.91,3018,707.2499,904,-3.7,12.7
1270,-119.27,37.91,3062,709.7144,903,-3.8,12.6
1271,-119.28,37.92,3200,715.1703,905,-4.3,12.4
1272,-119.28,37.92,3200,715.1703,905,-4.3,12.4
1273,-119.3,37.93,3445,725.4163,909,-5,12.1
1274,-119.25,37.94,2927,687.9769,890,-3.4,13.1
1275,-119.23,37.94,2866,652.7913,861,-3.2,13.6
1276,-119.02,37.61,2805,528.0524,753,-2.6,15.5
1277,-119.02,37.61,2805,528.0524,753,-2.6,15.5
1278,-119.05,37.66,2776,537.3049,759,-2.8,15.4
1279,-119.05,37.66,2775,537.3049,759,-2.8,15.4
1280,-119.23,37.95,2744,633.0366,854,-2.7,14
1281,-119,37.65,2622,476.5449,730,-1.8,16.2
1282,-119,37.65,2591,464.9673,729,-1.7,16.2
1283,-119.21,37.95,2440,554.2469,821,-1.7,15.1
1284,-118.98,37.65,2348,364.289,710,-0.7,17
1285,-119.18,37.94,2226,452.2294,782,-1,16.1
1286,-119.12,37.94,2073,343.6938,707,-0.7,17.7
1287,-118.64,37.54,2073,212.8016,511,-0.5,19.2
1288,-118.41,37.45,1280,9.1405,205,3,24.5
1289,-112.25,36.25,2255,11.2227,65,-0.1,21.5
1290,-112.25,36.25,2103,11.2227,65,-0.1,21.5
1291,-112.25,36.25,1950,11.2227,65,-0.1,21.5
1292,-112.25,36.25,1798,11.2227,65,-0.1,21.5
1293,-112.25,36.25,1645,11.2227,65,-0.1,21.5
1294,-112.25,36.25,1493,11.2227,65,-0.1,21.5
1295,-112.25,36.25,1340,11.2227,65,-0.1,21.5
1296,-112.25,36.25,1250,11.2227,65,-0.1,21.5
1297,-112.25,36.25,1160,11.2227,65,-0.1,21.5
1298,-112.25,36.25,1005,11.2227,65,-0.1,21.5
1299,-112.25,36.25,777,11.2227,65,-0.1,21.5
1300,-112.25,36.25,762,11.2227,65,-0.1,21.5
1301,-112.25,36.25,915,11.2227,65,-0.1,21.5
1302,-112.25,36.25,1067,11.2227,65,-0.1,21.5
1303,-112.25,36.25,1220,11.2227,65,-0.1,21.5
1304,-112.25,36.25,1340,11.2227,65,-0.1,21.5
1305,-112.25,36.25,1432,11.2227,65,-0.1,21.5
1306,-112.25,36.25,1525,11.2227,65,-0.1,21.5
1307,-112.25,36.25,1676,11.2227,65,-0.1,21.5
1308,-112.25,36.25,1830,11.2227,65,-0.1,21.5
1309,-112.25,36.25,1980,11.2227,65,-0.1,21.5
1310,-112.25,36.25,2135,11.2227,65,-0.1,21.5
1311,-112.25,36.25,2286,11.2227,65,-0.1,21.5
1312,-112.25,36.25,2515,11.2227,65,-0.1,21.5
1313,-112.25,36.25,2560,11.2227,65,-0.1,21.5
1314,-108,34,2700,101.9724,476,-2.8,16
1315,-108,34,2650,94.6849,466,-2.6,16.4
1316,-108,34,2600,89.9278,456,-2.4,16.7
1317,-108,34,2550,83.6998,444,-2.2,17
1318,-108,34,2500,78.7889,436,-2,17.4
1319,-104,37,3220,131.2124,400,-6.2,13.6
1320,-104,37,3195,129.1154,400,-6.2,13.7
1321,-104,37,3186,128.7527,401,-6.1,13.8
1322,-104,37,3171,127.8108,401,-6.1,13.9
1323,-104,37,3146,125.0496,399,-6,14
1324,-104,37,3134,123.3906,399,-5.9,14.1
1325,-104,37,3116,122.3575,399,-5.9,14.2
1326,-104,37,3110,122.2222,399,-5.8,14.3
1327,-104,37,3049,116.6375,397,-5.6,14.6
1328,-104,37,2988,111.8255,394,-5.4,15
1329,-104,37,2942,107.8845,394,-5.2,15.3
1330,-104,37,2927,105.9942,393,-5.1,15.4
1331,-104,37,2866,100.6494,391,-4.9,15.7
1332,-104,37,2835,98.757,392,-4.8,15.9
1333,-104,37,2720,87.8452,388,-4.4,16.6
1334,-104,37,2713,86.7694,387,-4.3,16.7
1335,-104,37,2683,84.9527,388,-4.2,16.8
1336,-104,37,2634,80.853,386,-4,17.1
1337,-104,37,2576,76.1288,385,-3.8,17.5
1338,-104,37,2354,59.8793,382,-3,18.8
1339,-104,37,2317,56.3296,379,-2.8,19.1
1340,-104,37,2287,54.667,380,-2.7,19.2
1341,-104,37,2226,50.2076,378,-2.5,19.6
1342,-104,37,2073,39.6612,376,-1.9,20.5
1343,-110.1,31.3,1280,0,371,8.4,26.4
1344,-110.1,31.3,1280,0,371,8.4,26.4
1345,-110.1,31.3,1280,0,371,8.4,26.4
1346,-106.25,35.75,3287,7.0921,64,-0.4,22.1
1347,-106.25,35.75,3198,7.0921,64,-0.4,22.1
1348,-106.25,35.75,2915,7.0921,64,-0.4,22.1
1349,-106.25,35.75,2796,7.0921,64,-0.4,22.1
1350,-106.25,35.75,2680,7.0921,64,-0.4,22.1
1351,-106.25,35.75,2367,7.0921,64,-0.4,22.1
1352,-119.25,37.75,366,66.9596,99,-3.8,12.1
1353,-119.25,37.75,305,66.9596,99,-3.8,12.1
1354,-119.25,37.75,610,66.9596,99,-3.8,12.1
1355,-119.25,37.75,915,66.9596,99,-3.8,12.1
1356,-119.25,37.75,915,66.9596,99,-3.8,12.1
1357,-119.25,37.75,915,66.9596,99,-3.8,12.1
1358,-119.25,37.75,1220,66.9596,99,-3.8,12.1
1359,-119.25,37.75,1524,66.9596,99,-3.8,12.1
1360,-119.25,37.75,1829,66.9596,99,-3.8,12.1
1361,-119.25,37.75,2134,66.9596,99,-3.8,12.1
1362,-119.25,37.75,2485,66.9596,99,-3.8,12.1
1363,-119.25,37.75,2317,66.9596,99,-3.8,12.1
1364,-119.25,37.75,2439,66.9596,99,-3.8,12.1
1365,-119.25,37.75,2744,66.9596,99,-3.8,12.1
1366,-119.25,37.75,3034,66.9596,99,-3.8,12.1
1367,-119.25,37.75,2744,66.9596,99,-3.8,12.1
1368,-119.25,37.75,2439,66.9596,99,-3.8,12.1
1369,-119.25,37.75,2104,66.9596,99,-3.8,12.1
1370,-119.25,37.75,2134,66.9596,99,-3.8,12.1
1371,-119.25,37.75,2484,66.9596,99,-3.8,12.1
1372,-119.25,37.75,2134,66.9596,99,-3.8,12.1
1373,-111.25,32.33,1433,0,460,6.9,26.5
1374,-111.25,32.33,1402,0,456,7,26.7
1375,-111.25,32.33,1372,0,449,7.2,26.9
1376,-111.25,32.33,1341,0,442,7.4,27.1
1377,-111.25,32.33,1311,0,436,7.6,27.3
1378,-111.25,32.33,1220,0,416,8.1,27.9
1379,-111.25,32.33,1143,0,399,8.5,28.4
1380,-111.25,32.33,1067,0,385,8.9,28.9
1381,-111.25,32.33,991,0,371,9.3,29.4
1382,-111.25,32.33,915,0,357,9.8,29.9
1383,-111.25,32.33,884,0,349,10,30.1
1384,-111.25,32.33,854,0,345,10.1,30.3
1385,-111.25,32.33,823,0,339,10.3,30.5
1386,-111.25,32.33,793,0,333,10.5,30.7
1387,-111.25,32.33,762,0,326,10.6,30.9
1388,-111.25,32.33,732,0,322,10.8,31
1389,-111.25,32.33,701,0,318,11,31.3
1390,-111.25,32.33,671,0,311,11.1,31.4
1391,-111.25,32.33,640,0,308,11.3,31.6
1392,-111.25,32.33,610,0,300,11.5,31.8
1393,-111.25,32.33,91,0,220,14.4,35.2
1394,-111.25,32.33,61,0,217,14.6,35.4
1395,-109.5,34,3448,212.8264,612,-6.2,10.8
1396,-109.5,34,3328,200.848,595,-5.6,11.7
1397,-109.5,34,3160,185.7215,575,-4.7,12.8
1398,-109.5,34,3025,174.8058,556,-4,13.7
1399,-109.5,34,2880,161.9164,541,-3.3,14.8
1400,-109.5,34,2725,147.1136,523,-2.5,15.8
1401,-109.5,34,2575,127.9183,504,-1.7,16.9
1402,-109.5,34,2422,104.5058,488,-0.9,17.9
1403,-109.5,34,2270,79.3138,471,-0.2,19
1404,-111.25,32.5,765,0,330,10.4,31
1405,-111.25,32.5,790,0,332,10.3,30.9
1406,-111.25,32.5,800,0,334,10.2,30.8
1407,-111.25,32.5,780,0,331,10.3,30.9
1408,-111.25,32.5,760,0,329,10.4,31.1
1409,-101.35,45.067,721,51.1857,401,-8.7,23
1410,-105.5333,54.4333,594,136.8709,471,-19.5,16.3
1411,-105.35,54.917,594,137.1628,476,-18.9,16.3
1412,-105.317,55.05,594,135.185,476,-18.8,16.4
1413,-101.54,59.41,366,172.2965,403,-29.3,14.1
1414,-103.25,54.69,358,144.9299,487,-22.4,17.1
1415,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1416,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1417,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1418,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1419,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1420,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1421,-102.946,54.7471,358,144.0145,489,-22.5,17.2
1422,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1423,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1424,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1425,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1426,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1427,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1428,-102.671,53.7286,351,120.3821,451,-22.1,17.3
1429,-101.005,51.73,440,159.7915,573,-19.5,17.8
1430,-101.005,51.73,440,159.7915,573,-19.5,17.8
1431,-107.27,54.73,472,119.2956,446,-19,16.7
1432,-103.89,50.78,602,105.4304,412,-16.5,18.5
1433,-103.89,50.78,602,105.4304,412,-16.5,18.5
1434,-105.41,50.59,566,84.0651,352,-14.8,19.4
1435,-105.21,51.08,566,86.354,347,-16.2,19
1436,-119.55,49.03,914,128.3205,334,-5.5,18.2
1437,-132.12,54.85,91,249.1716,2653,1.6,13.2
1438,-118.07,52.88,564,181.3667,520,-11,14.8
1439,-113.25,53.57,762,107.7898,482,-12.9,16.1
1440,-112.95,52.77,762,109.4923,471,-12.7,16.5
1441,-111.85,52.2,823,110.6076,429,-14.7,16.9
1442,-113.15,53.97,610,100.6732,452,-14.5,16.6
1443,-113.88,52.18,914,109.6317,495,-13.4,15.8
1444,-113.32,52.9,762,113.8406,487,-13.5,16.2
1445,-113.98,51.8,1006,111.7975,487,-12.2,15.7
1446,-113.93,50.72,1036,80.4013,401,-10.2,16.5
1447,-113.53,50.1,1036,101.3121,418,-8.5,17.2
1448,-113.38,49.73,945,99.8458,424,-7.9,17.8
1449,-113.25,50.58,1067,94.4511,409,-9.8,17.1
1450,-114.17,51.12,1067,72.5902,412,-10.4,16
1451,-111.92,51.63,823,96.2255,383,-15,17.5
1452,-111.05,51.48,747,73.5509,318,-16.4,17.6
1453,-115.42,53,975,115.0902,577,-11.4,14.7
1454,-115.88,52.98,1097,114.6763,572,-12,13.9
1455,-116.63,53.98,1341,181.1939,656,-10.9,13.6
1456,-118.08,53.03,975,220.6969,570,-11.4,13.3
1457,-116.73,53.57,914,107.3457,568,-11.6,14.9
1458,-115.67,53.62,823,114.0216,563,-13.6,14.9
1459,-114.55,51.22,914,51.113,401,-9.5,15.6
1460,-113.2,53.35,762,109.1201,481,-13.3,16.2
1461,-115.13,50.7,1829,300.0067,638,-12.2,12
1462,-115,50.6,2134,401.2763,745,-12.1,11
1463,-114.58,49.73,1676,245.9609,546,-10,14.7
1464,-113.52,49.45,1097,152.7348,532,-7.6,17.2
1465,-113.48,51.05,975,90.8738,401,-11.6,16.6
1466,-112.67,50.83,853,93.8428,383,-12,17.9
1467,-112.23,50.7,762,84.8458,363,-13.4,18.4
1468,-111.57,50.45,747,74.6661,323,-11.6,18.8
1469,-110.62,50.03,701,71.0755,315,-11,19.8
1470,-109.73,49.65,1417,150.6089,410,-10.6,16.2
1471,-111.45,49.47,884,89.8476,350,-9.4,18.9
1472,-113.08,49.83,975,105.2931,421,-7.4,17.5
1473,-115.37,54.07,762,116.9007,544,-13.7,15.4
1474,-116.37,54.3,701,105.5322,533,-12.5,15.8
1475,-117.08,54.67,732,139.0429,538,-13,15.7
1476,-118.62,55.23,914,181.6547,507,-15.2,14.9
1477,-117.23,55.45,914,192.4433,525,-16.3,14.9
1478,-115.63,55.32,579,129.518,502,-17.7,15.7
1479,-113.53,49.15,1311,211.398,621,-7.3,16
1480,-114.43,50.13,1981,433.5562,800,-11.4,11.2
1481,-115,51.12,1341,166.126,564,-10.6,13.5
1482,-113.25,51.95,853,100.8236,420,-12.5,16.7
1483,-112.08,53.48,671,94.4758,429,-15,16.2
1484,-111.1,53.33,625,96.2434,410,-15.4,16.9
