"Latitude","Longitude","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","tsep","toct","tnov","tdec","pjan","pfeb","pmar","papr","pmay","pjun","pjul","paug","psep","poct","pnov","pdec","tave","tmax","tmin","gdd0","gdd5","mtco","mtwa","annp"
36,-120,0.8,2.4,4,7,11.9,17.1,21.1,20.3,16.2,10.9,4.5,0.8,57,53,47,29,14,9,10,9,9,12,35,51,9.75,39.2,-27.6,3576.3,2110.9,0.8,21.1,335
36,-120,0.8,2.4,4,7,11.9,17.1,21.1,20.3,16.1,10.9,4.4,0.8,57,53,47,29,14,9,10,9,9,12,35,51,9.73,39.1,-27.7,3570.2,2106.6,0.8,21.1,335
36,-120,0.7,2.3,3.9,6.9,11.8,17,21.1,20.3,16.1,10.8,4.4,0.7,57,54,47,29,14,9,10,9,9,13,35,51,9.67,39.1,-27.8,3545.9,2094,0.7,21.1,337
36,-120,0.7,2.2,3.8,6.8,11.8,17,21,20.2,16,10.7,4.3,0.7,57,54,47,29,14,9,11,10,9,13,35,51,9.6,39,-28,3521.5,2077.1,0.7,21,339
36,-120,0.6,2.2,3.7,6.8,11.7,16.9,21,20.2,16,10.7,4.3,0.6,57,54,47,29,15,9,11,10,9,13,35,51,9.56,39,-28.1,3506.4,2070.5,0.6,21,340
36,-120,0.6,2.2,3.7,6.7,11.7,16.9,21,20.2,16,10.7,4.2,0.6,57,54,47,29,15,9,11,10,9,13,35,51,9.54,38.9,-28.2,3500.3,2066.5,0.6,21,340
36,-120,0.5,2.1,3.6,6.7,11.6,16.9,20.9,20.1,15.9,10.6,4.2,0.5,57,54,47,29,15,10,11,10,9,13,36,52,9.47,38.9,-28.4,3472.9,2050.8,0.5,20.9,343
36,-120,0.5,2,3.5,6.6,11.5,16.8,20.9,20.1,15.8,10.5,4.1,0.4,58,54,47,29,15,10,11,10,9,13,36,52,9.39,38.8,-28.6,3445.5,2034.4,0.4,20.9,344
36,-120,0.4,1.9,3.4,6.4,11.4,16.7,20.8,20,15.8,10.4,4,0.3,58,54,48,30,15,10,11,10,9,13,36,52,9.29,38.7,-28.8,3409,2012.3,0.3,20.8,346
36,-120,0.2,1.7,3.2,6.3,11.3,16.6,20.7,19.9,15.6,10.3,3.8,0.2,58,55,48,30,15,10,12,11,9,13,36,53,9.15,38.5,-29.2,3357.4,1985.7,0.2,20.7,350
36,-120,0.2,1.6,3.2,6.2,11.2,16.5,20.7,19.9,15.6,10.2,3.8,0.2,58,55,48,30,15,10,12,11,9,13,36,53,9.11,38.5,-29.3,3342.3,1974.1,0.2,20.7,350
36,-120,0.1,1.5,3,6.1,11.1,16.4,20.6,19.8,15.5,10.1,3.6,0.1,59,55,48,30,16,10,12,11,9,13,36,53,8.99,38.3,-29.6,3299.7,1951,0.1,20.6,352
36,-120,0.4,2,3.5,6.5,11.5,16.8,20.8,20.1,15.8,10.5,4,0.4,58,54,48,29,15,10,11,10,9,13,36,52,9.36,38.7,-28.6,3433.3,2027.5,0.4,20.8,345
36,-120,0.4,2,3.5,6.5,11.5,16.8,20.8,20.1,15.8,10.5,4,0.4,58,54,48,29,15,10,11,10,9,13,36,52,9.36,38.7,-28.6,3433.3,2027.5,0.4,20.8,345
36,-120,0.4,2,3.5,6.5,11.5,16.8,20.8,20.1,15.8,10.5,4,0.4,58,54,48,29,15,10,11,10,9,13,36,52,9.36,38.7,-28.6,3433.3,2027.5,0.4,20.8,345
36,-120,0.4,2,3.5,6.5,11.5,16.8,20.8,20.1,15.8,10.5,4,0.4,58,54,48,29,15,10,11,10,9,13,36,52,9.36,38.7,-28.6,3433.3,2027.5,0.4,20.8,345
36,-120,0.4,2,3.5,6.5,11.5,16.8,20.8,20.1,15.8,10.5,4,0.4,58,54,48,29,15,10,11,10,9,13,36,52,9.36,38.7,-28.6,3433.3,2027.5,0.4,20.8,345
37.68,-119.78,6.8,9.3,10.5,13.1,16.6,20.6,23.4,23.3,20.8,16.4,10.3,6.5,176,153,142,80,24,8,3,2,14,49,135,160,14.8,46.7,-15,5415.6,3590.6,6.5,23.4,946
37.02,-119.4,6.5,9.3,11.4,14.5,18.6,22.9,25.9,25.2,22,17,10.5,6.3,123,108,104,61,19,5,1,1,12,27,85,106,15.84,45.7,-14.4,5798.4,3973.4,6.3,25.9,652
37.73,-119.72,3.6,5.3,6.3,8.9,12.8,17.2,20.7,20.4,17.4,12.9,6.8,3.3,171,148,136,77,30,14,7,6,17,49,130,160,11.3,42.7,-23.9,4138.9,2390.9,3.3,20.7,945
37.06,-119.37,4,6.3,8.1,11.3,15.6,20.3,23.8,23.1,19.4,14.3,7.8,3.8,131,115,108,64,25,9,4,3,15,30,92,118,13.15,43,-21.6,4816.4,3037.2,3.8,23.8,714
37.74,-119.75,3,4.6,5.6,8.2,12.2,16.8,20.4,20.2,17,12.3,6.1,2.7,171,149,138,79,33,16,8,7,19,50,131,162,10.76,42.7,-26.3,3941.5,2243.4,2.7,20.4,963
37.09,-119.33,2.5,4.4,6.1,9.2,13.6,18.5,22.2,21.5,17.8,12.6,6.1,2.4,134,117,107,64,27,12,8,6,17,32,95,123,11.41,41.5,-25.9,4180.9,2509.9,2.4,22.2,742
37.75,-119.78,2.2,3.8,4.7,7.4,11.5,16.3,20.1,19.8,16.4,11.6,5.4,2,170,149,138,82,35,18,10,9,20,50,132,163,10.1,41.7,-28.1,3701.7,2087.4,2,20.1,976
37.16,-119.25,1,2.4,3.8,6.8,11.2,16.2,20,19.5,15.7,10.6,4.4,0.9,130,112,100,59,28,15,13,10,17,34,94,123,9.38,38.8,-29.6,3438.3,1971.1,0.9,20,735
37.8,-119.72,0.5,1.6,2.5,5.2,9.4,14.4,18.5,18.1,14.5,9.6,3.6,0.3,164,143,132,78,38,21,14,12,21,49,126,159,8.18,39.1,-31.8,3002.4,1656.2,0.3,18.5,957
37.22,-119.2,0.5,1.8,2.9,5.7,10.1,15.1,18.9,18.4,14.8,9.8,3.8,0.5,131,112,100,59,28,16,13,11,17,34,95,124,8.53,36.6,-29.4,3127.6,1747.6,0.5,18.9,740
37.63,-119.08,-1.6,-0.9,-0.2,2.5,7,12,16.2,15.7,12,7.2,1.4,-1.5,130,109,98,58,32,22,19,17,19,37,95,123,5.82,33.1,-34.4,2251.1,1191,-1.6,16.2,759
37.66,-119.08,-1.8,-1.1,-0.4,2.2,6.7,11.8,16,15.5,11.8,7,1.2,-1.7,129,108,98,58,32,22,19,18,19,37,95,124,5.6,33,-34.8,2194.1,1152.9,-1.8,16,759
37.66,-119.08,-1.8,-1.1,-0.4,2.2,6.7,11.8,16,15.5,11.8,7,1.2,-1.7,129,108,98,58,32,22,19,18,19,37,95,124,5.6,33,-34.8,2194.1,1152.9,-1.8,16,759
37.85,-119.65,-2,-1.4,-0.7,2.1,6.5,11.8,16.3,15.9,11.9,6.9,1,-2,157,136,124,74,42,27,20,18,24,47,120,154,5.53,34.7,-37.1,2198.2,1169.7,-2,16.3,943
37.85,-119.65,-2,-1.4,-0.7,2.1,6.5,11.8,16.3,15.9,11.9,6.9,1,-2,157,136,124,74,42,27,20,18,24,47,120,154,5.53,34.7,-37.1,2198.2,1169.7,-2,16.3,943
37.27,-119.13,-0.1,0.9,1.8,4.5,8.8,13.8,17.7,17.2,13.7,8.9,3,0,132,111,100,58,28,17,15,13,17,35,96,124,7.52,34.9,-30.3,2760.8,1507.8,-0.1,17.7,746
37.81,-119.51,-2.9,-2.6,-2.1,0.5,5.1,10.3,14.8,14.4,10.5,5.6,-0.1,-2.9,152,129,117,70,41,28,23,21,23,45,115,149,4.22,31.7,-38.5,1866.5,931.7,-2.9,14.8,913
37.87,-119.37,-1.7,-1.3,-0.9,1.5,5.8,10.6,14.7,14.4,11,6.5,1.1,-1.5,156,129,118,67,35,24,18,18,20,44,115,147,5.02,31.8,-33.2,1989.9,985,-1.7,14.7,891
37.86,-119.44,-2.4,-2,-1.6,0.9,5.4,10.3,14.7,14.3,10.7,6,0.4,-2.2,153,128,116,68,37,26,20,19,22,45,114,147,4.54,31.7,-36.3,1905.8,944.6,-2.4,14.7,895
37.9,-119.51,-3.3,-3,-2.6,0.1,4.7,9.9,14.4,14,10.1,5.3,-0.4,-3.1,152,128,116,69,41,29,23,22,23,45,114,148,3.84,31.2,-39.3,1784.4,871.6,-3.3,14.4,910
37.9,-119.51,-3.3,-3,-2.6,0.1,4.7,9.9,14.4,14,10.1,5.3,-0.4,-3.1,152,128,116,69,41,29,23,22,23,45,114,148,3.84,31.2,-39.3,1784.4,871.6,-3.3,14.4,910
37.29,-119.4,-1.6,-0.5,0.7,3.8,8.5,14.2,18.7,18,13.6,8.2,1.6,-1.7,141,124,111,68,39,23,21,16,23,39,104,139,6.96,36.6,-36.9,2654.7,1529.9,-1.7,18.7,848
37.91,-119.27,-3.7,-3.7,-3.6,-1.1,3.4,8.3,12.7,12.4,8.9,4.3,-1.1,-3.5,152,126,115,68,39,29,24,24,23,44,114,146,2.78,28.6,-36.5,1505.4,658.7,-3.7,12.7,904
37.91,-119.27,-3.8,-3.9,-3.8,-1.3,3.2,8.2,12.6,12.3,8.7,4.1,-1.2,-3.6,152,125,115,68,39,29,25,24,23,44,113,146,2.63,28.4,-37,1475.6,640.2,-3.9,12.6,903
37.92,-119.28,-4.3,-4.4,-4.3,-1.8,2.8,7.9,12.4,12.1,8.4,3.7,-1.7,-4.1,150,124,114,68,40,31,27,26,24,44,112,145,2.23,28.1,-38.5,1414.4,604.8,-4.4,12.4,905
37.92,-119.28,-4.3,-4.4,-4.3,-1.8,2.8,7.9,12.4,12.1,8.4,3.7,-1.7,-4.1,150,124,114,68,40,31,27,26,24,44,112,145,2.23,28.1,-38.5,1414.4,604.8,-4.4,12.4,905
37.93,-119.3,-5,-5.2,-5.1,-2.6,2.1,7.4,12.1,11.7,7.8,3,-2.4,-4.8,148,123,112,68,43,33,30,28,25,44,111,144,1.58,27.5,-41,1313.1,545.3,-5.2,12.1,909
37.94,-119.25,-3.4,-3.3,-3.1,-0.7,3.8,8.7,13.1,12.8,9.2,4.6,-0.7,-3.2,151,124,114,67,38,28,23,23,22,44,112,144,3.15,29.1,-35.7,1580.4,710.7,-3.4,13.1,890
37.94,-119.23,-3.2,-3,-2.7,-0.2,4.3,9.2,13.6,13.2,9.6,5,-0.5,-3,145,120,110,65,37,27,23,22,22,43,108,139,3.53,29.8,-35.7,1671.5,776.1,-3.2,13.6,861
37.61,-119.02,-2.6,-2.1,-1.4,1.3,5.9,11.1,15.5,15,11,6.2,0.4,-2.4,126,105,95,57,33,24,22,21,20,36,93,121,4.83,31.6,-36,2017.5,1038.1,-2.6,15.5,753
37.61,-119.02,-2.6,-2.1,-1.4,1.3,5.9,11.1,15.5,15,11,6.2,0.4,-2.4,126,105,95,57,33,24,22,21,20,36,93,121,4.83,31.6,-36,2017.5,1038.1,-2.6,15.5,753
37.66,-119.05,-2.8,-2.3,-1.6,1.1,5.8,11,15.4,14.9,10.9,6,0.2,-2.6,126,106,95,57,34,25,23,21,21,36,93,122,4.67,31.8,-37,1986.7,1019.5,-2.8,15.4,759
37.66,-119.05,-2.8,-2.2,-1.6,1.1,5.8,11,15.4,14.9,10.9,6,0.2,-2.6,126,106,95,57,34,25,23,21,21,36,93,122,4.68,31.8,-37,1986.7,1019.5,-2.8,15.4,759
37.65,-119,-1.7,-1,-0.2,2.5,7,12,16.2,15.7,11.9,7.1,1.3,-1.6,124,104,93,55,31,22,19,18,19,35,91,118,5.77,32.9,-33.6,2242.1,1185.3,-1.7,16.2,729
37.65,-118.98,-0.7,0.3,1.1,3.8,8.2,13,17,16.5,12.9,8.2,2.4,-0.6,123,104,93,54,29,19,15,15,17,35,90,116,6.84,34.1,-30.6,2541.5,1367.9,-0.7,17,710
37.94,-119.18,-1,-0.2,0.4,3,7.4,12.1,16.1,15.7,12.3,7.6,2,-0.9,136,114,103,59,32,21,16,15,19,39,100,128,6.21,33.6,-31.1,2332.7,1224.4,-1,16.1,782
37.94,-119.12,-0.7,0.5,1.4,4.3,8.7,13.6,17.7,17.2,13.4,8.5,2.6,-0.6,120,103,92,54,31,20,15,14,18,36,89,115,7.22,35.6,-31.6,2677.7,1473.4,-0.7,17.7,707
37.54,-118.64,-0.5,0.9,2.3,5.4,10.1,15.2,19.2,18.4,14.3,9.1,3,-0.4,86,73,63,38,24,16,16,14,15,24,61,81,8.08,36.6,-31.8,2984.7,1711.1,-0.5,19.2,511
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
36.25,-112.25,-0.1,2,4,7.8,12.8,18.1,21.5,20.3,16.6,10.9,4.7,0.3,6,6,6,5,4,4,6,7,5,5,5,6,9.91,38.4,-28.9,3635.9,2219.4,-0.1,21.5,65
34,-108,-2.8,-1.4,1,4.7,9.1,13.6,16,14.7,11.7,7,1.6,-1.7,25,23,25,15,15,25,98,100,58,39,21,32,6.13,31.7,-33.3,2407.9,1266.3,-2.8,16,476
34,-108,-2.6,-1.1,1.3,5,9.4,13.9,16.4,15,12.1,7.3,1.9,-1.5,24,22,25,15,15,25,96,98,57,38,20,31,6.43,32,-32.9,2496.1,1331,-2.6,16.4,466
34,-108,-2.4,-0.9,1.6,5.3,9.7,14.3,16.7,15.4,12.4,7.6,2.1,-1.3,24,22,24,14,15,24,93,96,56,38,20,30,6.71,32.3,-32.5,2582.5,1396.4,-2.4,16.7,456
34,-108,-2.2,-0.6,1.9,5.6,10,14.6,17,15.7,12.7,7.8,2.3,-1.1,23,21,23,14,14,23,91,93,55,38,19,30,6.98,32.6,-32,2661.7,1454.1,-2.2,17,444
34,-108,-2,-0.3,2.2,5.9,10.3,14.9,17.4,16,13,8.1,2.6,-0.9,23,21,23,13,14,23,89,91,54,37,19,29,7.27,32.9,-31.6,2751.5,1519,-2,17.4,436
37,-104,-6.2,-5,-2.6,1.5,6.3,10.9,13.6,12.5,9.4,4.7,-1.3,-5.6,22,22,27,22,29,22,70,78,32,26,23,27,3.18,29.6,-41.2,1773.7,830.1,-6.2,13.6,400
37,-104,-6.2,-4.9,-2.4,1.6,6.5,11,13.7,12.6,9.5,4.8,-1.2,-5.5,22,22,27,22,29,23,70,78,32,26,23,26,3.29,29.8,-41.1,1798.9,848.4,-6.2,13.7,400
37,-104,-6.1,-4.8,-2.4,1.7,6.5,11.1,13.8,12.7,9.6,4.8,-1.2,-5.5,22,22,27,22,30,23,70,78,32,26,23,26,3.35,29.8,-41.1,1813.7,860.8,-6.1,13.8,401
37,-104,-6.1,-4.8,-2.3,1.8,6.6,11.2,13.9,12.8,9.7,4.9,-1.1,-5.4,22,22,27,22,30,23,70,78,32,26,23,26,3.43,29.9,-41,1835.8,877,-6.1,13.9,401
37,-104,-6,-4.7,-2.2,1.9,6.7,11.3,14,12.9,9.8,5,-1,-5.3,22,21,27,22,30,23,70,77,32,26,23,26,3.53,30.1,-40.8,1858,893.3,-6,14,399
37,-104,-5.9,-4.6,-2.1,2,6.8,11.4,14.1,13,9.8,5.1,-1,-5.3,21,21,27,22,30,24,70,77,32,26,23,26,3.61,30.1,-40.8,1876.3,906.8,-5.9,14.1,399
37,-104,-5.9,-4.5,-2.1,2.1,6.9,11.5,14.2,13.1,9.9,5.2,-0.9,-5.2,21,21,27,22,31,24,70,77,32,26,23,25,3.69,30.3,-40.7,1898.3,923.3,-5.9,14.2,399
37,-104,-5.8,-4.5,-2,2.1,6.9,11.5,14.3,13.1,10,5.2,-0.9,-5.2,21,21,27,22,31,24,70,77,32,26,23,25,3.73,30.3,-40.6,1904.9,929.5,-5.8,14.3,399
37,-104,-5.4,-4,-1.4,2.8,7.6,12.3,15,13.9,10.6,5.7,-0.4,-4.7,20,20,26,22,32,25,70,76,32,25,22,24,4.33,31,-40,2058.8,1047.8,-5.4,15,394
37,-104,-4.4,-2.9,-0.1,4.3,9.1,13.9,16.6,15.5,12,7,0.7,-3.7,17,18,24,23,37,29,70,74,32,24,20,20,5.67,32.6,-38.5,2410.3,1321.2,-4.4,16.6,388
37,-104,-4.3,-2.8,-0.1,4.3,9.2,13.9,16.7,15.5,12.1,7,0.7,-3.7,17,17,24,23,37,29,70,74,32,24,20,20,5.71,32.6,-38.5,2419.5,1330.3,-4.3,16.7,387
37,-104,-4.2,-2.7,0.1,4.5,9.3,14.1,16.8,15.7,12.2,7.1,0.9,-3.6,17,17,24,23,37,30,70,74,32,24,20,20,5.85,32.8,-38.3,2457.1,1356.8,-4.2,16.8,388
37,-104,-4,-2.5,0.3,4.8,9.6,14.4,17.1,16,12.5,7.4,1.1,-3.4,16,17,24,23,38,30,70,73,32,24,20,19,6.11,33.1,-38.1,2529.1,1414.3,-4,17.1,386
37,-104,-3.8,-2.2,0.6,5.1,9.9,14.8,17.5,16.3,12.8,7.6,1.3,-3.2,16,16,23,23,39,31,70,73,32,24,19,19,6.39,33.4,-37.8,2607.1,1476.4,-3.8,17.5,385
37,-104,-3,-1.3,1.7,6.3,11.2,16.1,18.8,17.6,13.9,8.6,2.2,-2.4,14,15,22,23,43,35,70,71,32,23,18,16,7.48,34.7,-36.6,2920.4,1723.1,-3,18.8,382
37,-104,-2.8,-1.1,1.9,6.6,11.4,16.3,19.1,17.9,14.1,8.8,2.3,-2.2,13,14,22,23,43,35,70,71,32,22,18,16,7.69,34.9,-36.4,2982.5,1773.2,-2.8,19.1,379
37,-104,-2.7,-1,2,6.7,11.6,16.5,19.2,18,14.3,8.9,2.5,-2.1,13,14,22,23,44,36,70,70,32,22,18,16,7.83,35.1,-36.2,3022.4,1804.1,-2.7,19.2,380
37,-104,-2.5,-0.7,2.3,7.1,11.9,16.9,19.6,18.4,14.6,9.2,2.7,-1.9,12,14,21,23,45,37,70,70,32,22,17,15,8.13,35.5,-35.9,3116.6,1879.7,-2.5,19.6,378
31.3,-110.1,8.4,10.1,12.1,15.9,19.9,25,26.4,25.3,23.3,18.2,12.6,9,23,22,20,9,3,13,90,85,42,20,14,30,17.18,41.7,-10.8,6288.3,4463.3,8.4,26.4,371
31.3,-110.1,8.4,10.1,12.1,15.9,19.9,25,26.4,25.3,23.3,18.2,12.6,9,23,22,20,9,3,13,90,85,42,20,14,30,17.18,41.7,-10.8,6288.3,4463.3,8.4,26.4,371
31.3,-110.1,8.4,10.1,12.1,15.9,19.9,25,26.4,25.3,23.3,18.2,12.6,9,23,22,20,9,3,13,90,85,42,20,14,30,17.18,41.7,-10.8,6288.3,4463.3,8.4,26.4,371
35.75,-106.25,-0.4,2.1,5.3,9.8,14.8,20,22.1,20.7,16.9,11.7,5.2,0.6,4,4,5,4,5,5,8,8,6,6,5,4,10.73,37,-29.5,3941.4,2487.1,-0.4,22.1,64
35.75,-106.25,-0.4,2.1,5.3,9.8,14.8,20,22.1,20.7,16.9,11.7,5.2,0.6,4,4,5,4,5,5,8,8,6,6,5,4,10.73,37,-29.5,3941.4,2487.1,-0.4,22.1,64
35.75,-106.25,-0.4,2.1,5.3,9.8,14.8,20,22.1,20.7,16.9,11.7,5.2,0.6,4,4,5,4,5,5,8,8,6,6,5,4,10.73,37,-29.5,3941.4,2487.1,-0.4,22.1,64
35.75,-106.25,-0.4,2.1,5.3,9.8,14.8,20,22.1,20.7,16.9,11.7,5.2,0.6,4,4,5,4,5,5,8,8,6,6,5,4,10.73,37,-29.5,3941.4,2487.1,-0.4,22.1,64
35.75,-106.25,-0.4,2.1,5.3,9.8,14.8,20,22.1,20.7,16.9,11.7,5.2,0.6,4,4,5,4,5,5,8,8,6,6,5,4,10.73,37,-29.5,3941.4,2487.1,-0.4,22.1,64
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
37.75,-119.25,-3.8,-4,-4,-1.7,2.7,7.7,12.1,11.8,8.4,3.9,-1.4,-3.6,13,11,11,8,6,5,5,5,5,7,11,12,2.34,27.8,-36.5,1395.7,582.1,-4,12.1,99
